Handle,Title,Body,Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
cloth-pirate-skull-and-crossbones-hair-band-various-colours,,,,,,Title,Red,,,,,DB186-RED-0,0,shopify,100,deny,manual,3.95,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB186_Hair_Band_Red_Cloth_PiratePS.jpg?1257429506
comic-book-print-smock-dress,Comic Book Print Smock Dress,"Not a dress for those who wish to blend into the crowd! Fantastic and colourful smock style dress with comic book print. Tell a story with your clothes, literally in this case! And never let anyone tell you that comic books aren't all sorts of cool.

Size free. Doc Black original product.",Docblack,Dresses,"comic book, dress, manga, neon, smock",Size Free,Default,,,,,DB381-COM-0,0,shopify,99,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB381_Comic_Book_Smock_DressPS.jpg?1257429506
crinkled-skull-scarf-various-colours,Crinkled Skull and Crossbones Scarf (Various Colours),"Some things are better crinkled (chips, crisps, various other delicious foodstuffs), and now we can add scarves to that list! Light weight, crinkled style skull and crossbone motif scarves, available in either black or white. ",Docblack,Accessories,"black, crossbones, emo, goth, pirate, scarf, skull",Title,White w/ Black Skulls,,,,,DB277-0-WHT,0,shopify,100,deny,manual,7.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB277_Crinkle_White_ScarfPS.jpg?1257429506
crinkled-skull-scarf-various-colours,,,,,,Title,Black w/ White Skulls,,,,,DB276-0-BLK,0,shopify,100,deny,manual,7.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB276_Crinkle_Black_ScarfPS.jpg?1257429506
dark-camo-elastic-bandana,Dark Camo Elastic Bandana,"Elasticated for your convenience, these spiffy bandanas are great for people who are on the go (or, for those like me, people who are always late).",Docblack,Accessories,"bandana, camo, dark, elastic, green",Size Free,Size Free,,,,,DB325-BLK-0,0,shopify,100,deny,manual,3.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB325_Dark_Camo_Elastic_Bandana2.jpg?1257429506
dark-camo-zandana,Dark Camo Zandana,"As to why these fine products are called zandanas, I must admit that I don't know. Then again, since what I don't know could just about fill the Grand Canyon that is neither here nor there - But any excuse for a quick Kevin Smith reference.

Tying a bandana properly can be a nightmare (Ok, that might be a little extreme, it's more of a mild annoyance), but these handy zandana's are already made up for your wearing pleasure, shaving valuable seconds off one's getting ready time (A priceless commodity for the unorganised among us). Available in various patterns and colours, so go nuts!",Docblack,Accessories,"camo, green, zandana",Size Free,Size Free,,,,,DB334-GRN-0,0,shopify,100,deny,manual,4.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB334_Dark_Camo_Zandana4.jpg?1257429506
dark-camo-zandana,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB334_Dark_Camo_Zandana3.jpg?1257429506
death-angel-black-tshirt,Death Angel Black T-shirt,"For those about to rock...Winged skeleton guitarist giving it his best Bill and Ted. Also available in children's sizes. High quality heavyweight 100% cotton t-shirt, with greyscale print on back. A Doc Black original.",Docblack,T-shirts,"black, docblack, guitar, plus-size, shopify, skeleton, t-shirt, tee",Title,Small,,,,,DB25-BLK-S,0,shopify,100,deny,manual,11.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB25_SkeletonGuitar_frontfull.jpg?1257429506
death-angel-black-tshirt,,,,,,Title,Medium,,,,,DB25-BLK-M,0,shopify,100,deny,manual,11.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB25_SkeletonGuitar_backfull.jpg?1257429506
death-angel-black-tshirt,,,,,,Title,Large,,,,,DB25-BLK-L,0,shopify,100,deny,manual,11.99,,
death-angel-black-tshirt,,,,,,Title,X Large,,,,,DB25-BLK-XL,0,shopify,100,deny,manual,11.99,,
death-angel-black-tshirt,,,,,,Title,XX Large,,,,,DB25-BLK-XXL,0,shopify,100,deny,manual,12.99,,
death-angel-black-tshirt,,,,,,Title,XXX Large,,,,,DB25-BLK-XXXL,0,shopify,100,deny,manual,13.99,,
docblack-blue-sandal,Doc Black Blue sandal,"Perfect for summer, these. Croc-esque sandals that are both hard wearing, and comfortable and light weight, and good value for money. Great for the beach or pounding the pavement!Many sizes and colours available. (Please note colour will vary from picture depending on size no two pairs are the same)Measurements (from big toe to heel, approx):4 - 230mm5 - 235mm6 - 240mm7 - 250mm8 - 255mm9 - 260mm10 - 270mm11 - 275mm12 - 290mm13 - 295mm",Docblack,Footwear,"blue, docblack, footwear, sandal, shopify",Title,4,,,,,DB4-BLU-4,2000,shopify,100,deny,manual,6.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB04_BlueMarbledSandals.jpg?1257429506
docblack-blue-sandal,,,,,,Title,5,,,,,DB4-BLU-5,2000,shopify,100,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,6,,,,,DB4-BLU-6,2000,shopify,100,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,7,,,,,DB4-BLU-7,2000,shopify,100,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,8,,,,,DB4-BLU-8,2000,shopify,99,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,9,,,,,DB4-BLU-9,2000,shopify,99,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,10,,,,,DB4-BLU-10,2000,shopify,100,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,11,,,,,DB4-BLU-11,2000,shopify,100,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,12,,,,,DB4-BLU-12,2000,shopify,100,deny,manual,6.99,,
docblack-blue-sandal,,,,,,Title,13,,,,,DB4-BLU-13,2000,shopify,100,deny,manual,6.99,,
docblack-camo-sandal,Doc Black Camo Sandal,"Perfect for summer, these. Croc-esque sandals that are both hard wearing, and comfortable and light weight, and good value for money. Great for the beach or pounding the pavement!Many sizes and colours available.(Please note colour will vary from picture depending on size no two pairs are the same)Measurements (from big toe to heel, approx):4 – 230mm5 – 235mm6 – 240mm7 – 250mm8 – 255mm9 – 260mm10 – 270mm11 – 275mm12 – 290mm13 – 295mm",Docblack,Footwear,"camo, docblack, footwear, sandals, shoes",Title,4,,,,,DB5-CAM-4,2000,shopify,100,deny,manual,6.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB05_CamoMarbledSandals.jpg?1257429506
docblack-camo-sandal,,,,,,Title,5,,,,,DB5-CAM-5,2000,shopify,100,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,6,,,,,DB5-CAM-6,2000,shopify,100,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,7,,,,,DB5-CAM-7,2000,shopify,100,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,8,,,,,DB5-CAM-8,2000,shopify,100,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,9,,,,,DB5-CAM-9,2000,shopify,99,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,10,,,,,DB5-CAM-10,2000,shopify,100,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,11,,,,,DB5-CAM-11,2000,shopify,99,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,12,,,,,DB5-CAM-12,2000,shopify,99,deny,manual,6.99,,
docblack-camo-sandal,,,,,,Title,13,,,,,DB5-CAM-13,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,Doc Black Orange Sandal,"Perfect for summer, these. Croc-esque sandals that are both hard wearing, and comfortable and light weight, and good value for money. Great for the beach or pounding the pavement!Many sizes and colours available.(Please note colour will vary from picture depending on size no two pairs are the same)Measurements (from big toe to heel, approx):4 – 230mm5 – 235mm6 – 240mm7 – 250mm8 – 255mm9 – 260mm10 – 270mm11 – 275mm12 – 290mm13 – 295mm",Docblack,Footwear,"docblack, footwear, orange, sandal",Title,4,,,,,DB6-ORG-4,2000,shopify,100,deny,manual,6.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB06_OrangeMarbledSandals.jpg?1257429506
docblack-orange-sandal,,,,,,Title,5,,,,,DB6-ORG-5,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,6,,,,,DB6-ORG-6,2000,shopify,99,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,7,,,,,DB6-ORG-7,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,8,,,,,DB6-ORG-8,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,9,,,,,DB6-ORG-9,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,10,,,,,DB6-ORG-10,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,11,,,,,DB6-ORG-11,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,12,,,,,DB6-ORG-12,2000,shopify,100,deny,manual,6.99,,
docblack-orange-sandal,,,,,,Title,13,,,,,DB6-ORG-13,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,Doc Black Pink Sandal,"Perfect for summer, these. Croc-esque sandals that are both hard wearing, and comfortable and light weight, and good value for money. Great for the beach or pounding the pavement!Many sizes and colours available.(Please note colour will vary from picture depending on size no two pairs are the same)Measurements (from big toe to heel, approx):4 – 230mm5 – 235mm6 – 240mm7 – 250mm8 – 255mm9 – 260mm10 – 270mm11 – 275mm12 – 290mm13 – 295mm",Docblack,Footwear,"docblack, footwear, pink, sandal",Title,4,,,,,DB7-PNK-4,2000,shopify,100,deny,manual,6.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB07_PinkMarbledSandals.jpg?1257429506
docblack-pink-sandal,,,,,,Title,5,,,,,DB7-PNK-5,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,6,,,,,DB7-PNK-6,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,7,,,,,DB7-PNK-7,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,8,,,,,DB7-PNK-8,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,9,,,,,DB7-PNK-9,2000,shopify,99,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,10,,,,,DB7-PNK-10,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,11,,,,,DB7-PNK-11,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,12,,,,,DB7-PNK-12,2000,shopify,100,deny,manual,6.99,,
docblack-pink-sandal,,,,,,Title,13,,,,,DB7-PNK-13,2000,shopify,100,deny,manual,6.99,,
docblack-red-and-black-skirt,Doc Black Red and Black Skirt,"Flattering and versatile skirt. Worn with tights and boots in winter and flip-flops in the summer, good for all year round fashion. Red underskirt with black mesh overlay with skulls and cobweb detail. High quality Doc Black original product.",Docblack,Skirts,"black, docblack, red, skirt",Title,One Size,,,,,DB9-RED-O,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/Red_Skull_Skirt.jpg?1257429506
docblack-skirt-white-skull-cross,Doc Black Skirt - Skull and Crossbones,"Very cool two-tone skirt with skull and crossbones underskirt and black mesh overlay with spiders and cobwebs detail. Perfect to dress up or down, as it will look amazing either way. High quality Doc Black original product. Size Free.",Docblack,Skirts,"docblack, skirt, skulls, white",Title,One Size,,,,,DB2-WHT-O,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/White_Skull_Skirt.jpg?1257429506
docblack-skirt-pink-diamonds,Doc Black Skirt Pink Diamonds,"Can't afford real diamonds? (Yeah, me neither), then how about this lovely pink on black diamond and star detailed skirt instead? For those lovely ladies off on their holidays to the sunny tropics, this skirt is also perfect for the beach. Has shorts built into it to perserve modesty. High quality Doc Blacks original. Size Free.",Docblack,Skirts,"diamond, docblack, pink, shopify, skirt",Title,One Size,,,,,DB16,0,shopify,98,deny,manual,9.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB16_PinkDiamondSkirt.jpg?1257429506
docblack-white-and-black-checked-skirt,Doc Black White and Black Checked Skirt,"Love, love, loving the ska vibe of this skirt. Two tone black/white underlay with black mesh overlay with spider and cobweb detail. Gorgeous! High quality Doc Black original product.",Docblack,Skirts,"and, black, checked, docblack, skirt, white",Title,One Size,,,,,DB11-WHI-O,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/White_Checked_Skirt.jpg?1257429506
docblack-white-sandal,Doc Black White Sandal,"Perfect for summer, these. Croc-esque sandals that are both hard wearing, and comfortable and light weight, and good value for money. Great for the beach or pounding the pavement!Many sizes and colours available.(Please note colour will vary from picture depending on size no two pairs are the same)Measurements (from big toe to heel, approx):4 – 230mm5 – 235mm6 – 240mm7 – 250mm8 – 255mm9 – 260mm10 – 270mm11 – 275mm12 – 290mm13 – 295mm",Docblack,Footwear,"camo, docblack, footwear, sandals, shoes",Title,4,,,,,DB8-WHI-4,2000,shopify,100,deny,manual,6.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB08_WhiteMarbledSandals_1.jpg?1257429506
docblack-white-sandal,,,,,,Title,5,,,,,DB8-WHI-5,2000,shopify,100,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,6,,,,,DB8-WHI-6,2000,shopify,100,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,7,,,,,DB8-WHI-7,2000,shopify,100,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,8,,,,,DB8-WHI-8,2000,shopify,99,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,9,,,,,DB8-WHI-9,2000,shopify,99,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,10,,,,,DB8-WHI-10,2000,shopify,100,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,11,,,,,DB8-WHI-11,2000,shopify,100,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,12,,,,,DB8-WHI-12,2000,shopify,100,deny,manual,6.99,,
docblack-white-sandal,,,,,,Title,13,,,,,DB8-WHI-13,2000,shopify,100,deny,manual,6.99,,
dragon-flight-black-tshirt,Dragon Flight Black T-Shirt,"So that's how the Great Fire of London really started. Skeleton overlord ordered his hoarde of dragons to lay waste to the place. How much more interesting would history GCSE have been if that actually were the case I wonder? High quality 100% t-shirt with greyscale print on the back. A Doc Black original. Available in plus sizes.",Docblack,T-shirts,"black, docblack, dragon, flight, plus-size, shopify, t-shirt, tee",Title,Small,,,,,DB21-BLK-S,0,shopify,100,deny,manual,11.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB21_DragonFlight_frontfull.jpg?1257429506
dragon-flight-black-tshirt,,,,,,Title,Medium,,,,,DB21-BLK-M,0,shopify,100,deny,manual,11.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB21_DragonFlight_backfull.jpg?1257429506
dragon-flight-black-tshirt,,,,,,Title,Large,,,,,DB21-BLK-L,0,shopify,100,deny,manual,11.99,,
dragon-flight-black-tshirt,,,,,,Title,X Large,,,,,DB21-BLK-XL,0,shopify,100,deny,manual,11.99,,
dragon-flight-black-tshirt,,,,,,Title,XX Large,,,,,DB21-BLK-XXL,0,shopify,100,deny,manual,12.99,,
fire-motif-zandana,Fire Motif Zandana,"As to why these fine products are called zandanas, I must admit that I don't know. Then again, since what I don't know could just about fill the Grand Canyon that is neither here nor there - But any excuse for a quick Kevin Smith reference.

Tying a bandana properly can be a nightmare (Ok, that might be a little extreme, it's more of a mild annoyance), but these handy zandana's are already made up for your wearing pleasure, shaving valuable seconds off one's getting ready time (A priceless commodity for the unorganised among us). Available in various patterns and colours, so go nuts!",Docblack,Accessories,"docblack, fire, flame, zandana",Size Free,Size Free,,,,,DB328-BLK-0,0,shopify,100,deny,manual,4.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB328_Fire_Zandana4.jpg?1257429506
fire-motif-zandana,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB328_Fire_Zandana3.jpg?1257429506
graffiti-neon-skulls-print-smock-dress,Graffiti Neon Skulls Print Smock Dress,"Graffiti paint splatter style neon skull smock style dress. Very funky and hell of a lot less prentenious than Banksy!

Size free. Doc Black original product.",Docblack,Dresses,"dress, neon, pink, skulls, smock, white, yellow",Size Free,Default,,,,,DB382-WHT-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB382_Neon_Skulls_Smock_DressPS.jpg?1257429506
grey-and-black-cobweb-design-skirt,Grey and Black Cobweb Design Skirt,"Theres something very M.R James about this skirt (he was famous for his gothic ghost stories, fact fans, and he was very good), dark grey under skirt with black mesh overlay with spider and cobweb detail. Lovely gothic skirt. High quality Doc Black original product. Size Free.",Docblack,Skirts,"black, cobweb, docblack, grey, skirt",Title,One Size,,,,,DB12-GRY-O,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB12_Black_Cobweb_Skirt.jpg?1257429506
grey-animal-print-strappy-dress,Grey Animal Print Strappy Dress,"A lovely mix of animal print and colour. Great dress for keeping the summer alive just a little bit longer!


Size Free. Original Doc Black product.",Docblack,Dresses,"animal print, docblack, dress, neon",Size Free,Default,,,,,DB386-GRY-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB386_Grey_Animal_Print_Strappy_DressPS.jpg?1257429506
grey-hoody-with-multicoloured-skulls,Grey Hoody with Multicoloured Skulls,"Grey hoody with lovely multicoloured skull motif. Very cool, and perfect for festivals/camping and the all round unpredictability of the great British summer! Doc Black original.",Docblack,Hoodies,"grey, hoody, skulls",Title,One Size,,,,,DB66-BLK-O,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB66_grey_multicolour_sxb_full.jpg?1257429506
grey-skulls-strappy-dress,Grey Skulls Strappy Dress,"No need to worry, we haven’t spilt red paint over this dress, this is part of the design! And yes, I would imagine it is most likely to represent blood, as opposed to say, a messy eater who has just eaten an espeically tomato ketchupy beefburger! Funky skull motif on a pretty dress, what could be better?


Size Free. Doc Black original product.",Docblack,Dresses,"blood, docblack, dress, goth, grey, skulls",Size Free,Default,,,,,DB390-GRY-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB390_Grey_Skull_Strappy_DressPS.jpg?1257429506
large-green-bag-with-dancing-skeletons,Large Dancing Skeletons Bag (Various Colours),"So what are these party hearty skeletons doing? A Barndance? A Shin-dig? A Hootenanny? (Which, by the way, is a word that doesn’t get nearly enough use these days). Judging by their grinning faces they must be have a wicked time. OK, obviously a skeleton’s face always looks like it’s having a wicked time, but the point still stands. Plus I WANT one of those hats.

Lovely big roomy bag perfect for over-night stays, plus you won’t get it mixed up with other, more boring bags. Result. Strong and durable, with removeable over the shoulder strap, one zippered inner pocket and one mobile phone pocket. High quality Doc Black original product. Available in a variety of colours and sizes.

Measurements:

Height (from tip of handle to bottom) – 16in
Height (from top of bag to bottom) – 9 1\2in
Width (from widest point to widest point) – 14in",Docblack,Accessories,"bag, black, dancing, emo, goth, green, light blue, pink, skeletons",Title,Green,,,,,DB117-GRN-L,2000,shopify,99,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB117_Photoshoped_1.jpg?1257429506
large-green-bag-with-dancing-skeletons,,,,,,Title,Light Blue,,,,,DB112-L.BLU-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB111_Photoshoped2_2.jpg?1257429506
large-green-bag-with-dancing-skeletons,,,,,,Title,Pink,,,,,DB113-PNK-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB113_photoshoped_2.jpg?1257429506
large-green-bag-with-dancing-skeletons,,,,,,Title,Black,,,,,DB115-BLK-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB115_Photoshoped_2.jpg?1257429506
large-blue-bag-with-skulls-and-roses,Large Skulls and Roses Bag (Various Colours),"If this bag was covered in Guns and Roses, this would have been a lot easier to write. Possible lawsuits aside, obviously. Then again, who would want a bag that reminds them of one man’s determination to turn himself into Mick Hucknall? Skulls and Roses definately then, for the win. (Or FTW, for the all the new-fangled interweb language savvy peoples out there).

Perfect for over night stays, plus you won’t get it mixed up with other, more boring bags. Result. Strong and durable, with removable over the shoulder strap. With zipped inner pocket and mobile phone pocket. High quality Doc Black product. Available in a variety of other colours and sizes.

Measurements:

Height (from tip of handle to bottom) – 16in
Height (from top of bag to bottom) – 9 1\2in
Width (from widest point to widest point) – 14in",Docblack,Accessories,"bag, black, blue, goth, light blue, pink, punk, roses, skulls",Title,Black,,,,,DB116-BLK-L,2000,shopify,0,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB116_Photoshoped2_2.jpg?1257429506
large-blue-bag-with-skulls-and-roses,,,,,,Title,Blue,,,,,DB110-BLU-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB110_photoshoped2_1.jpg?1257429506
large-blue-bag-with-skulls-and-roses,,,,,,Title,Light Blue,,,,,DB112-L.BLU-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB112_Photoshoped_2.jpg?1257429506
large-blue-bag-with-skulls-and-roses,,,,,,Title,Pink,,,,,DB114-PNK-L,2000,shopify,0,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB114_photoshoped2_2.jpg?1257429506
large-blue-bag-with-skulls-and-roses,,,,,,Title,Cream,,,,,DB118-CRM-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB118_Photoshoped_2.jpg?1257429506
large-black-bag-with-tatoo-motif,Large Tattoo Motif Bag (Various Colours),"It has to be said, tattoos aren’t for everyone. They hurt, and can end up looking rubbish (Actually, mine didn’t hurt that much and look awesome, but I’m trying to build an atmosphere here). Plus there’s the stuck there for all eternity arguement. And Amy Winehouse (she’s an arguement against a lot of things though). So, instead, here is this rather wonderful bag. Loving the whole 1940s/1950s vibe. A little bit rockabilly and a lot fabulous.

Perfect for over night stays/short trips away, plus you won’t get it mixed up with other, more boring bags. Result. Strong and durable, with removable over the shoulder strap. One inner zipped pocket and one mobile phone pocket. High quality Doc Black product. Available in a variety of other colours and sizes.

Measurements:

Height (from tip of handle to bottom) – 16in
Height (from top of bag to bottom) – 9 1\2in
Width (from widest point to widest point) – 14in",Docblack,Accessories,"1940s, bag, black, cream, mermaid, retro, skulls, tattoo, yellow",Title,Yellow,,,,,DB109-YLW-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB109_Photoshoped_2.jpg?1257429506
large-black-bag-with-tatoo-motif,,,,,,Title,Black,,,,,DB108-BLK-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB108_Photoshoped_1.jpg?1257429506
large-black-bag-with-tatoo-motif,,,,,,Title,Cream,,,,,DB107-CRM-L,2000,shopify,100,deny,manual,24.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB107_Photoshoped-1_2.jpg?1257429506
leopard-print-tiered-mini-skirt,Leopard Print Tiered Mini Skirt,"This is a very kawaii skirt, I think you'll agree (well, you'll agree if you know that kawaii means 'cute', which you do now. Who says fashion can't be educational?). Lovely tiered silver leopard print, could be done up girlie with ballet pumps and pretty cardi, or rocked down with boots and band t-shirt. Amaze.

High quality Doc Blacks original. Size Free, although will best fit sizes 8-12 (we're working on getting a wider range, promise) Bikini top not included (although it is available elsewhere on the website, so check it out!)

",Docblack,Skirts,"docblack, leopard print, mini, silver, skirt",Title,One Size,,,,,DB361-SIL-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB361_Leopard_Tiered_Mini_Skirt2PS.jpg?1257429506
leopard-print-tiered-mini-skirt,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB361_Leopard_Tiered_Mini_SkirtPS.jpg?1257429506
medium-green-bag-with-dancing-skeletons,Medium Dancing Skeletons Bag (Various Colours),"So what are these party hearty skeletons doing? A Barndance? A Shin-dig? A Hootenanny? (Which, by the way, is a word that doesn’t get nearly enough use these days). Judging by their grinning faces they must be have a wicked time. OK, obviously a skeleton’s face always looks like it’s having a wicked time, but the point still stands. Plus I WANT one of those hats.

Perfect day bag, for work or play. (Granted you might need a slightly liberal minded boss for the ‘work’ part). Strong and durable, with one inner pocket. High quality Doc Black original product. Available in a variety of colours and sizes.

Measurements:

Height (from tip of handle to bottom of bag) – 13in
Height (from top to bottom of bag) – 7 1\2in
Width (from widest point to widest point) – 13in",Docblack,Accessories,"bag, black, cream, dancing, goth, green, light blue, retro, skeletons",Title,Cream,,,,,DB94-CRM-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB94_med_crm_dance_angle_FULL_4.jpg?1257429506
medium-green-bag-with-dancing-skeletons,,,,,,Title,Green,,,,,DB99-GRN-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB101_med_lt_bl_dance_FULL_2.jpg?1257429506
medium-green-bag-with-dancing-skeletons,,,,,,Title,Light Blue,,,,,DB101-L.BLU-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB99_med_lt_grn_dance_FULL_1.jpg?1257429506
medium-green-bag-with-dancing-skeletons,,,,,,Title,Black,,,,,DB106-BLK-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB106_med_black_dance_FULL_1.jpg?1257429506
medium-blue-bag-with-skulls-and-roses,Medium Skulls and Roses Bag (Various Colours),"If this bag was covered in Guns and Roses, this would have been a lot easier to write. Possible lawsuits aside, obviously. Then again, who would want a bag that reminds them of one man’s determination to turn himself into Mick Hucknall? Skulls and Roses definately then, for the win. (Or FTW, for the all the new-fangled interweb language savvy peoples out there).

Perfect day bag, for work or play (Granted you might need a slightly liberal minded boss for the ‘work’ part). Strong and durable, one inner zipped pocket. High quality Doc Black product. Available in a variety of other colours and sizes.

Measurements:

Height (from tip of handle to bottom of bag) – 13in
Height (from top to bottom of bag) – 7 1\2in
Width (from widest point to widest point) – 13in",Docblack,Accessories,"bag, black, blue, cream, goth, light blue, pink, punk, roses, skulls",Title,Light Blue,,,,,DB96-L.BLU-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB96_med_lt_blue_skulls_angle_FULL_1.jpg?1257429506
medium-blue-bag-with-skulls-and-roses,,,,,,Title,Black,,,,,DB105-BLK-M,2000,shopify,0,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB105_med_black_skulls_FULL_2.jpg?1257429506
medium-blue-bag-with-skulls-and-roses,,,,,,Title,Blue,,,,,DB103-BLU-M,2000,shopify,99,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB103__blue_skulls_FULL_1.jpg?1257429506
medium-blue-bag-with-skulls-and-roses,,,,,,Title,Pink,,,,,DB100-PNK-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB100_med_pink_skulls_angle_FULL_2.jpg?1257429506
